name,skills,experience,domain,education,certifications,projects,contact info,predicted role
Candidate_912,"Edge AI, Embedded C, Machine Learning, Fog Computing, IoT Development, RTOS",8.0,Edge Computing,Master's in AI & ML,IoT Security Certification,Cyber-Physical System for Smart City Traffic Control | Automated Infrastructure Deployment using Terraform,github.com/example,IT Infrastructure Manager
Candidate_822,"Machine Learning, RTOS, IoT Development, Edge AI, Fog Computing, Embedded C",6.0,Edge Computing,Master's in Data Science,CISSP (Certified Information Systems Security Professional),Automated Infrastructure Deployment using Terraform | Cyber-Physical System for Smart City Traffic Control,email@example.com,Cloud Security Specialist
Candidate_838,"Fog Computing, Edge AI, Embedded C, IoT Development, RTOS, Machine Learning",13.0,Edge Computing,Bachelor's in Computer Science,Google Cloud Professional DevOps Engineer,Automated Infrastructure Deployment using Terraform | Fog Computing for Real-Time Video Processing,email@example.com,IT Infrastructure Manager
Candidate_689,"Machine Learning, Edge AI, RTOS, Embedded C, IoT Development, Fog Computing",15.0,Edge Computing,Bachelor's in Computer Science,CISSP (Certified Information Systems Security Professional),AI-Powered IoT Security for Industrial Networks | Smart Traffic Management System using IoT,email@example.com,Cybersecurity Consultant
Candidate_898,"RTOS, Fog Computing, Machine Learning, Embedded C, Edge AI, IoT Development",8.0,Edge Computing,Master's in Cybersecurity,AWS Certified Solutions Architect,AI-Driven Cybersecurity Threat Analysis | Embedded Systems for Smart Home Automation,linkedin.com/in/example,IoT Systems Engineer
Candidate_125,"Machine Learning, Fog Computing, RTOS, Edge AI, IoT Development, Embedded C",14.0,Edge Computing,Master's in AI & ML,Google Cloud Professional DevOps Engineer,Fog Computing for Real-Time Video Processing | CI/CD Pipeline Implementation with Jenkins and Kubernetes,linkedin.com/in/example,Network Architect
Candidate_267,"Edge AI, Fog Computing, Embedded C, RTOS, IoT Development, Machine Learning",10.0,Edge Computing,Master's in Data Science,Google Cloud Professional DevOps Engineer,Cyber-Physical System for Smart City Traffic Control | Cloud Security Threat Detection System,email@example.com,IT Infrastructure Manager
Candidate_275,"Edge AI, Embedded C, Fog Computing, RTOS, Machine Learning, IoT Development",7.0,Edge Computing,Master's in Cybersecurity,Google Cloud Professional DevOps Engineer,Embedded Systems for Smart Home Automation | AI-Driven Cybersecurity Threat Analysis,github.com/example,Computer Vision Engineer
Candidate_816,"Edge AI, Machine Learning, Embedded C, Fog Computing, RTOS, IoT Development",2.0,Edge Computing,Bachelor's in Electronics & Communication,Cisco CCNA,Cloud Security Threat Detection System | Fog Computing for Real-Time Video Processing,github.com/example,Edge Computing Specialist
Candidate_147,"RTOS, IoT Development, Embedded C, Machine Learning, Edge AI, Fog Computing",9.0,Edge Computing,Master's in Cybersecurity,IoT Security Certification,Smart Traffic Management System using IoT | Cyber-Physical System for Smart City Traffic Control,linkedin.com/in/example,IT Infrastructure Manager
Candidate_995,"Embedded C, Machine Learning, Fog Computing, IoT Development, RTOS, Edge AI",6.0,Edge Computing,Master's in AI & ML,Google Cloud Professional DevOps Engineer,CI/CD Pipeline Implementation with Jenkins and Kubernetes | AI-Powered IoT Security for Industrial Networks,linkedin.com/in/example,DevOps Engineer
Candidate_350,"RTOS, Edge AI, Embedded C, Machine Learning, IoT Development, Fog Computing",8.0,Edge Computing,Bachelor's in Computer Science,CEH (Certified Ethical Hacker),CI/CD Pipeline Implementation with Jenkins and Kubernetes | AI-Powered IoT Security for Industrial Networks,email@example.com,IT Infrastructure Manager
Candidate_274,"Embedded C, Edge AI, Machine Learning, IoT Development, Fog Computing, RTOS",12.0,Edge Computing,Master's in Data Science,AWS Certified Solutions Architect,AI-Powered IoT Security for Industrial Networks | CI/CD Pipeline Implementation with Jenkins and Kubernetes,linkedin.com/in/example,Cloud Security Specialist
Candidate_731,"Machine Learning, Embedded C, Edge AI, IoT Development, RTOS, Fog Computing",13.0,Edge Computing,Bachelor's in Electronics & Communication,CEH (Certified Ethical Hacker),AI-Powered IoT Security for Industrial Networks | Embedded Systems for Smart Home Automation,email@example.com,AI Research Engineer
Candidate_680,"Fog Computing, IoT Development, Machine Learning, Edge AI, Embedded C, RTOS",11.0,Edge Computing,Master's in Cybersecurity,AWS Certified Solutions Architect,AI-Powered IoT Security for Industrial Networks | Cloud-Based IT Support Chatbot,portfolio.example.com,DevOps Engineer
Candidate_292,"Embedded C, IoT Development, Fog Computing, Machine Learning, RTOS, Edge AI",1.0,Edge Computing,Master's in Data Science,RHCSA (Red Hat Certified System Administrator),Network Penetration Testing with Kali Linux | Automated Infrastructure Deployment using Terraform,email@example.com,Cloud Security Specialist
Candidate_893,"Fog Computing, RTOS, Machine Learning, IoT Development, Edge AI, Embedded C",6.0,Edge Computing,Bachelor's in Electronics & Communication,Edge Computing Specialist Certification,Cloud Security Threat Detection System | Fog Computing for Real-Time Video Processing,linkedin.com/in/example,AI Research Engineer
Candidate_516,"Machine Learning, Edge AI, RTOS, Fog Computing, Embedded C, IoT Development",13.0,Edge Computing,Bachelor's in Computer Science,CEH (Certified Ethical Hacker),Embedded Systems for Smart Home Automation | AI-Powered IoT Security for Industrial Networks,linkedin.com/in/example,DevOps Engineer
Candidate_584,"IoT Development, RTOS, Fog Computing, Edge AI, Embedded C, Machine Learning",9.0,Edge Computing,Bachelor's in Electronics & Communication,RHCSA (Red Hat Certified System Administrator),Cloud Security Threat Detection System | Embedded Systems for Smart Home Automation,linkedin.com/in/example,DevOps Engineer
Candidate_714,"Machine Learning, Fog Computing, Embedded C, RTOS, Edge AI, IoT Development",3.0,Edge Computing,Master's in Cybersecurity,Edge Computing Specialist Certification,Network Penetration Testing with Kali Linux | Automated Infrastructure Deployment using Terraform,email@example.com,Computer Vision Engineer
Candidate_922,"IoT Development, RTOS, Machine Learning, Edge AI, Embedded C, Fog Computing",14.0,Edge Computing,Master's in Data Science,Google Cloud Professional DevOps Engineer,Smart Traffic Management System using IoT | CI/CD Pipeline Implementation with Jenkins and Kubernetes,email@example.com,Cloud Security Specialist
Candidate_598,"Edge AI, Embedded C, Fog Computing, IoT Development, Machine Learning, RTOS",15.0,Edge Computing,Bachelor's in Computer Science,RHCSA (Red Hat Certified System Administrator),Smart Traffic Management System using IoT | Embedded Systems for Smart Home Automation,linkedin.com/in/example,Quantum Security Engineer
Candidate_805,"Edge AI, RTOS, Embedded C, IoT Development, Fog Computing, Machine Learning",5.0,Edge Computing,Master's in Cybersecurity,Cisco CCNA,Network Penetration Testing with Kali Linux | Cloud Security Threat Detection System,email@example.com,Quantum Security Engineer
Candidate_575,"Embedded C, Fog Computing, Machine Learning, IoT Development, Edge AI, RTOS",1.0,Edge Computing,Master's in Data Science,Edge Computing Specialist Certification,AI-Powered IoT Security for Industrial Networks | Smart Traffic Management System using IoT,github.com/example,Cloud Security Specialist
Candidate_660,"Embedded C, Machine Learning, Edge AI, Fog Computing, RTOS, IoT Development",4.0,Edge Computing,Bachelor's in Information Technology,Certified Kubernetes Administrator,Automated Infrastructure Deployment using Terraform | CI/CD Pipeline Implementation with Jenkins and Kubernetes,portfolio.example.com,AI Ethics Consultant
Candidate_168,"Machine Learning, Embedded C, IoT Development, Fog Computing, Edge AI, RTOS",1.0,Edge Computing,Master's in Cybersecurity,Edge Computing Specialist Certification,Fog Computing for Real-Time Video Processing | AI-Powered IoT Security for Industrial Networks,portfolio.example.com,Computer Vision Engineer
Candidate_837,"IoT Development, Edge AI, RTOS, Machine Learning, Fog Computing, Embedded C",15.0,Edge Computing,Master's in AI & ML,Cisco CCNA,Cloud Security Threat Detection System | AI-Powered IoT Security for Industrial Networks,github.com/example,Computer Vision Engineer
Candidate_517,"Embedded C, IoT Development, Edge AI, Fog Computing, Machine Learning, RTOS",0.0,Edge Computing,Bachelor's in Electronics & Communication,Edge Computing Specialist Certification,Network Penetration Testing with Kali Linux | Cloud Security Threat Detection System,linkedin.com/in/example,Network Architect
Candidate_524,"Embedded Systems, IoT Security, Sensor Networks, Cyber-Physical Modeling, Firmware Development",13.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,Google Cloud Professional DevOps Engineer,Smart Traffic Management System using IoT | Automated Infrastructure Deployment using Terraform,linkedin.com/in/example,Cybersecurity Consultant
Candidate_242,"Embedded Systems, Cyber-Physical Modeling, Sensor Networks, Firmware Development, IoT Security",15.0,Cyber-Physical Systems (CPS),Master's in AI & ML,CISSP (Certified Information Systems Security Professional),Cloud Security Threat Detection System | Embedded Systems for Smart Home Automation,github.com/example,IT Infrastructure Manager
Candidate_312,"Cyber-Physical Modeling, Firmware Development, Embedded Systems, Sensor Networks, IoT Security",3.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,RHCSA (Red Hat Certified System Administrator),Fog Computing for Real-Time Video Processing | Network Penetration Testing with Kali Linux,email@example.com,Quantum Security Engineer
Candidate_189,"Cyber-Physical Modeling, Embedded Systems, Firmware Development, Sensor Networks, IoT Security",6.0,Cyber-Physical Systems (CPS),Bachelor's in Computer Science,Google Cloud Professional DevOps Engineer,Cloud-Based IT Support Chatbot | Cloud Security Threat Detection System,github.com/example,IoT Systems Engineer
Candidate_286,"Sensor Networks, Cyber-Physical Modeling, IoT Security, Embedded Systems, Firmware Development",5.0,Cyber-Physical Systems (CPS),Master's in Data Science,Google Cloud Professional DevOps Engineer,Smart Traffic Management System using IoT | AI-Powered IoT Security for Industrial Networks,email@example.com,Data Scientist
Candidate_910,"Cyber-Physical Modeling, Sensor Networks, Embedded Systems, Firmware Development, IoT Security",7.0,Cyber-Physical Systems (CPS),Master's in AI & ML,Google Cloud Professional DevOps Engineer,Embedded Systems for Smart Home Automation | Fog Computing for Real-Time Video Processing,linkedin.com/in/example,IoT Systems Engineer
Candidate_670,"Firmware Development, Embedded Systems, Sensor Networks, IoT Security, Cyber-Physical Modeling",14.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,RHCSA (Red Hat Certified System Administrator),Fog Computing for Real-Time Video Processing | Smart Traffic Management System using IoT,linkedin.com/in/example,Lead Cyber-Physical Modeling Architect
Candidate_681,"Cyber-Physical Modeling, Embedded Systems, Firmware Development, IoT Security, Sensor Networks",8.0,Cyber-Physical Systems (CPS),Master's in Cybersecurity,Cisco CCNA,CI/CD Pipeline Implementation with Jenkins and Kubernetes | Cyber-Physical System for Smart City Traffic Control,portfolio.example.com,Cloud Security Specialist
Candidate_995,"Sensor Networks, Cyber-Physical Modeling, IoT Security, Embedded Systems, Firmware Development",12.0,Cyber-Physical Systems (CPS),Bachelor's in Computer Science,CompTIA Security+,Cloud-Based IT Support Chatbot | Automated Infrastructure Deployment using Terraform,portfolio.example.com,Cybersecurity Consultant
Candidate_741,"Embedded Systems, IoT Security, Sensor Networks, Cyber-Physical Modeling, Firmware Development",6.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,RHCSA (Red Hat Certified System Administrator),Cloud-Based IT Support Chatbot | Cloud Security Threat Detection System,portfolio.example.com,IT Infrastructure Manager
Candidate_763,"Firmware Development, Embedded Systems, IoT Security, Cyber-Physical Modeling, Sensor Networks",7.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,CISSP (Certified Information Systems Security Professional),Cloud-Based IT Support Chatbot | Cyber-Physical System for Smart City Traffic Control,linkedin.com/in/example,Quantum Security Engineer
Candidate_130,"Firmware Development, Embedded Systems, Cyber-Physical Modeling, Sensor Networks, IoT Security",13.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,Google Cloud Professional DevOps Engineer,Embedded Systems for Smart Home Automation | Smart Traffic Management System using IoT,email@example.com,Cybersecurity Consultant
Candidate_229,"Cyber-Physical Modeling, Sensor Networks, Firmware Development, Embedded Systems, IoT Security",6.0,Cyber-Physical Systems (CPS),Master's in AI & ML,Cisco CCNA,Cloud-Based IT Support Chatbot | Cyber-Physical System for Smart City Traffic Control,github.com/example,Quantum Security Engineer
Candidate_696,"IoT Security, Sensor Networks, Firmware Development, Cyber-Physical Modeling, Embedded Systems",2.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,Cisco CCNA,Automated Infrastructure Deployment using Terraform | Cloud Security Threat Detection System,portfolio.example.com,IoT Systems Engineer
Candidate_714,"Sensor Networks, Firmware Development, Cyber-Physical Modeling, Embedded Systems, IoT Security",1.0,Cyber-Physical Systems (CPS),Master's in Cybersecurity,AWS Certified Solutions Architect,Cloud-Based IT Support Chatbot | AI-Driven Cybersecurity Threat Analysis,email@example.com,Network Architect
Candidate_740,"IoT Security, Cyber-Physical Modeling, Embedded Systems, Firmware Development, Sensor Networks",1.0,Cyber-Physical Systems (CPS),Master's in Cybersecurity,Cisco CCNA,Cyber-Physical System for Smart City Traffic Control | Cloud Security Threat Detection System,linkedin.com/in/example,Cybersecurity Consultant
Candidate_828,"Sensor Networks, IoT Security, Cyber-Physical Modeling, Firmware Development, Embedded Systems",3.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,AWS Certified Solutions Architect,Smart Traffic Management System using IoT | Cyber-Physical System for Smart City Traffic Control,email@example.com,Quantum Security Engineer
Candidate_497,"Cyber-Physical Modeling, Sensor Networks, Firmware Development, IoT Security, Embedded Systems",14.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,Google Cloud Professional DevOps Engineer,Cloud-Based IT Support Chatbot | CI/CD Pipeline Implementation with Jenkins and Kubernetes,github.com/example,IoT Systems Engineer
Candidate_805,"Cyber-Physical Modeling, IoT Security, Firmware Development, Embedded Systems, Sensor Networks",4.0,Cyber-Physical Systems (CPS),Master's in AI & ML,CEH (Certified Ethical Hacker),Cloud-Based IT Support Chatbot | Network Penetration Testing with Kali Linux,github.com/example,Quantum Security Engineer
Candidate_399,"Embedded Systems, Sensor Networks, Firmware Development, IoT Security, Cyber-Physical Modeling",7.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,RHCSA (Red Hat Certified System Administrator),Cyber-Physical System for Smart City Traffic Control | Embedded Systems for Smart Home Automation,github.com/example,IT Infrastructure Manager
Candidate_488,"Firmware Development, IoT Security, Embedded Systems, Sensor Networks, Cyber-Physical Modeling",0.0,Cyber-Physical Systems (CPS),Bachelor's in Computer Science,CEH (Certified Ethical Hacker),Cyber-Physical System for Smart City Traffic Control | Cloud-Based IT Support Chatbot,github.com/example,IoT Systems Engineer
Candidate_415,"IoT Security, Firmware Development, Embedded Systems, Cyber-Physical Modeling, Sensor Networks",11.0,Cyber-Physical Systems (CPS),Master's in Cybersecurity,CEH (Certified Ethical Hacker),AI-Powered IoT Security for Industrial Networks | Automated Infrastructure Deployment using Terraform,portfolio.example.com,DevOps Engineer
Candidate_204,"Cyber-Physical Modeling, Embedded Systems, Firmware Development, IoT Security, Sensor Networks",7.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,IoT Security Certification,CI/CD Pipeline Implementation with Jenkins and Kubernetes | Automated Infrastructure Deployment using Terraform,email@example.com,IT Infrastructure Manager
Candidate_802,"Sensor Networks, Embedded Systems, IoT Security, Firmware Development, Cyber-Physical Modeling",10.0,Cyber-Physical Systems (CPS),Master's in Data Science,Google Cloud Professional DevOps Engineer,Cloud Security Threat Detection System | Smart Traffic Management System using IoT,portfolio.example.com,IT Infrastructure Manager
Candidate_395,"Embedded Systems, IoT Security, Cyber-Physical Modeling, Sensor Networks, Firmware Development",2.0,Cyber-Physical Systems (CPS),Master's in AI & ML,CompTIA Security+,Smart Traffic Management System using IoT | AI-Powered IoT Security for Industrial Networks,email@example.com,Network Architect
Candidate_744,"Cyber-Physical Modeling, Firmware Development, Embedded Systems, Sensor Networks, IoT Security",14.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,AWS Certified Solutions Architect,Cloud Security Threat Detection System | Embedded Systems for Smart Home Automation,portfolio.example.com,Lead Cyber-Physical Modeling Architect
Candidate_535,"Embedded Systems, Sensor Networks, IoT Security, Firmware Development, Cyber-Physical Modeling",2.0,Cyber-Physical Systems (CPS),Master's in Data Science,IoT Security Certification,Cloud Security Threat Detection System | Embedded Systems for Smart Home Automation,linkedin.com/in/example,Network Architect
Candidate_281,"Firmware Development, Embedded Systems, IoT Security, Cyber-Physical Modeling, Sensor Networks",13.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,Certified Kubernetes Administrator,Embedded Systems for Smart Home Automation | CI/CD Pipeline Implementation with Jenkins and Kubernetes,email@example.com,Lead Cyber-Physical Modeling Architect
Candidate_502,"Cyber-Physical Modeling, Sensor Networks, Firmware Development, IoT Security, Embedded Systems",2.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,AWS Certified Solutions Architect,Embedded Systems for Smart Home Automation | Cloud Security Threat Detection System,linkedin.com/in/example,AI Research Engineer
Candidate_878,"Embedded Systems, IoT Security, Cyber-Physical Modeling, Sensor Networks, Firmware Development",15.0,Cyber-Physical Systems (CPS),Bachelor's in Computer Science,CompTIA Security+,Automated Infrastructure Deployment using Terraform | Embedded Systems for Smart Home Automation,linkedin.com/in/example,Lead Cyber-Physical Modeling Architect
Candidate_690,"IoT Security, Firmware Development, Embedded Systems, Cyber-Physical Modeling, Sensor Networks",11.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,Cisco CCNA,Network Penetration Testing with Kali Linux | Cloud Security Threat Detection System,linkedin.com/in/example,AI Ethics Consultant
Candidate_865,"Embedded Systems, Sensor Networks, Firmware Development, Cyber-Physical Modeling, IoT Security",12.0,Cyber-Physical Systems (CPS),Bachelor's in Information Technology,Edge Computing Specialist Certification,Cloud Security Threat Detection System | AI-Driven Cybersecurity Threat Analysis,linkedin.com/in/example,Computer Vision Engineer
Candidate_311,"Cyber-Physical Modeling, Firmware Development, IoT Security, Sensor Networks, Embedded Systems",8.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,CompTIA Security+,Cyber-Physical System for Smart City Traffic Control | CI/CD Pipeline Implementation with Jenkins and Kubernetes,github.com/example,Computer Vision Engineer
Candidate_188,"Sensor Networks, IoT Security, Embedded Systems, Firmware Development, Cyber-Physical Modeling",15.0,Cyber-Physical Systems (CPS),Master's in AI & ML,Microsoft Azure Fundamentals,Fog Computing for Real-Time Video Processing | Cyber-Physical System for Smart City Traffic Control,github.com/example,DevOps Engineer
Candidate_624,"Firmware Development, Embedded Systems, Sensor Networks, IoT Security, Cyber-Physical Modeling",14.0,Cyber-Physical Systems (CPS),Master's in Cybersecurity,CompTIA Security+,AI-Driven Cybersecurity Threat Analysis | AI-Powered IoT Security for Industrial Networks,portfolio.example.com,Quantum Security Engineer
Candidate_658,"Cyber-Physical Modeling, Sensor Networks, IoT Security, Embedded Systems, Firmware Development",7.0,Cyber-Physical Systems (CPS),Master's in AI & ML,Edge Computing Specialist Certification,Cyber-Physical System for Smart City Traffic Control | AI-Driven Cybersecurity Threat Analysis,portfolio.example.com,Quantum Security Engineer
Candidate_745,"Sensor Networks, Cyber-Physical Modeling, Embedded Systems, Firmware Development, IoT Security",15.0,Cyber-Physical Systems (CPS),Master's in Data Science,Edge Computing Specialist Certification,Cyber-Physical System for Smart City Traffic Control | CI/CD Pipeline Implementation with Jenkins and Kubernetes,linkedin.com/in/example,Lead Cyber-Physical Modeling Architect
Candidate_244,"Firmware Development, Sensor Networks, Embedded Systems, IoT Security, Cyber-Physical Modeling",11.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,IoT Security Certification,Cyber-Physical System for Smart City Traffic Control | Smart Traffic Management System using IoT,linkedin.com/in/example,Lead Cyber-Physical Modeling Architect
Candidate_376,"Firmware Development, IoT Security, Sensor Networks, Embedded Systems, Cyber-Physical Modeling",10.0,Cyber-Physical Systems (CPS),Master's in AI & ML,AWS Certified Solutions Architect,Fog Computing for Real-Time Video Processing | Cloud-Based IT Support Chatbot,github.com/example,DevOps Engineer
Candidate_872,"Cyber-Physical Modeling, IoT Security, Firmware Development, Sensor Networks, Embedded Systems",15.0,Cyber-Physical Systems (CPS),Master's in Data Science,CompTIA Security+,Automated Infrastructure Deployment using Terraform | Cyber-Physical System for Smart City Traffic Control,email@example.com,Computer Vision Engineer
Candidate_325,"Sensor Networks, Cyber-Physical Modeling, Embedded Systems, IoT Security, Firmware Development",12.0,Cyber-Physical Systems (CPS),Master's in AI & ML,Edge Computing Specialist Certification,AI-Driven Cybersecurity Threat Analysis | Cyber-Physical System for Smart City Traffic Control,portfolio.example.com,Computer Vision Engineer
Candidate_374,"Embedded Systems, IoT Security, Cyber-Physical Modeling, Sensor Networks, Firmware Development",3.0,Cyber-Physical Systems (CPS),Master's in Cybersecurity,CEH (Certified Ethical Hacker),Automated Infrastructure Deployment using Terraform | Cloud-Based IT Support Chatbot,email@example.com,AI Ethics Consultant
Candidate_368,"Embedded Systems, Cyber-Physical Modeling, IoT Security, Firmware Development, Sensor Networks",2.0,Cyber-Physical Systems (CPS),Master's in Cybersecurity,Edge Computing Specialist Certification,Automated Infrastructure Deployment using Terraform | AI-Driven Cybersecurity Threat Analysis,portfolio.example.com,Quantum Security Engineer
Candidate_410,"Sensor Networks, Firmware Development, Cyber-Physical Modeling, Embedded Systems, IoT Security",14.0,Cyber-Physical Systems (CPS),Master's in Cybersecurity,Cisco CCNA,Network Penetration Testing with Kali Linux | Cloud Security Threat Detection System,github.com/example,Lead Cyber-Physical Modeling Architect
Candidate_415,"Cyber-Physical Modeling, Embedded Systems, IoT Security, Sensor Networks, Firmware Development",13.0,Cyber-Physical Systems (CPS),Master's in Data Science,Google Cloud Professional DevOps Engineer,AI-Powered IoT Security for Industrial Networks | Network Penetration Testing with Kali Linux,email@example.com,Lead Cyber-Physical Modeling Architect
Candidate_431,"Firmware Development, Cyber-Physical Modeling, Sensor Networks, IoT Security, Embedded Systems",11.0,Cyber-Physical Systems (CPS),Bachelor's in Computer Science,CEH (Certified Ethical Hacker),AI-Powered IoT Security for Industrial Networks | Automated Infrastructure Deployment using Terraform,email@example.com,Edge Computing Specialist
Candidate_289,"Firmware Development, Cyber-Physical Modeling, IoT Security, Sensor Networks, Embedded Systems",7.0,Cyber-Physical Systems (CPS),Bachelor's in Electronics & Communication,IoT Security Certification,AI-Driven Cybersecurity Threat Analysis | Smart Traffic Management System using IoT,portfolio.example.com,AI Research Engineer
Candidate_823,"IoT Security, Sensor Networks, Firmware Development, Embedded Systems, Cyber-Physical Modeling",0.0,Cyber-Physical Systems (CPS),Master's in AI & ML,Certified Kubernetes Administrator,Cloud Security Threat Detection System | Network Penetration Testing with Kali Linux,linkedin.com/in/example,Cloud Security Specialist
Candidate_787,"Firmware Development, Sensor Networks, Cyber-Physical Modeling, IoT Security, Embedded Systems",8.0,Cyber-Physical Systems (CPS),Master's in AI & ML,Cisco CCNA,Cloud Security Threat Detection System | Smart Traffic Management System using IoT,portfolio.example.com,Quantum Security Engineer
Candidate_477,"Embedded Systems, Firmware Development, IoT Security, Sensor Networks, Cyber-Physical Modeling",6.0,Cyber-Physical Systems (CPS),Master's in AI & ML,Google Cloud Professional DevOps Engineer,Network Penetration Testing with Kali Linux | Automated Infrastructure Deployment using Terraform,portfolio.example.com,IT Infrastructure Manager
Noah Clark,"PyTorch, Regression, TensorFlow",,Machine Learning (ML),Master's in Data Science,Udacity Deep Learning,Speech Recognition,email@example.com,Mid-Level Machine Learning (ML) Engineer
Daniel Wilson,"Scikit-learn, Regression, Machine Learning Models",,Machine Learning (ML),Bachelor's in Engineering,Google ML Certification,Speech Recognition,linkedin.com/in/example,Senior Machine Learning (ML) Engineer
Sophia Thompson,"TensorFlow, Regression, Machine Learning Models",,Machine Learning (ML),Master's in Data Science,Google ML Certification,Speech Recognition,email@example.com,Mid-Level Machine Learning (ML) Engineer
Ethan Allen,"Scikit-learn, Regression, TensorFlow",,Machine Learning (ML),Bachelor's in Engineering,IBM Data Science,Big Data Processing,linkedin.com/in/example,Senior Machine Learning (ML) Engineer
Michael Brown,"Scikit-learn, PyTorch, TensorFlow",,Machine Learning (ML),PhD in AI,Udacity Deep Learning,Speech Recognition,email@example.com,Mid-Level Machine Learning (ML) Engineer
Charlotte Scott,"Scikit-learn, Regression, Machine Learning Models",6.0,Machine Learning (ML),PhD in AI,Coursera AI,Image Recognition,linkedin.com/in/example,AI Research Engineer
Chris Lee,"TensorFlow, PyTorch, Regression",8.0,Machine Learning (ML),Bachelor's in Engineering,AWS AI/ML,Big Data Processing,github.com/example,Network Architect
Ava Harris,"Machine Learning Models, Regression, TensorFlow",,Machine Learning (ML),Bachelor's in Engineering,Udacity Deep Learning,Speech Recognition,email@example.com,Mid-Level Machine Learning (ML) Engineer
Mia Young,"Scikit-learn, PyTorch, TensorFlow",,Machine Learning (ML),PhD in AI,AWS AI/ML,Chatbot Development,email@example.com,Mid-Level Machine Learning (ML) Engineer
John Doe,"Scikit-learn, TensorFlow, Machine Learning Models",,Machine Learning (ML),PhD in AI,Udacity Deep Learning,Speech Recognition,email@example.com,Mid-Level Machine Learning (ML) Engineer
Charlotte Scott,"Scikit-learn, TensorFlow, Machine Learning Models",7.5,Machine Learning (ML),PhD in AI,IBM Data Science,Big Data Processing,email@example.com,Quantum Security Engineer
Sophia Thompson,"TensorFlow, PyTorch, Machine Learning Models",,Machine Learning (ML),PhD in AI,AWS AI/ML,Chatbot Development,email@example.com,Mid-Level Machine Learning (ML) Engineer
Amelia Wright,"Scikit-learn, TensorFlow, PyTorch",,Machine Learning (ML),Bachelor's in Engineering,IBM Data Science,Speech Recognition,github.com/example,Senior Machine Learning (ML) Engineer
Olivia Martin,"TensorFlow, Machine Learning Models, PyTorch",9.0,Machine Learning (ML),PhD in AI,Coursera AI,Image Recognition,github.com/example,IT Infrastructure Manager
Olivia Martin,"Regression, Scikit-learn, Machine Learning Models",,Machine Learning (ML),Bachelor's in Engineering,AWS AI/ML,Image Recognition,github.com/example,Senior Machine Learning (ML) Engineer
Chris Lee,"Scikit-learn, PyTorch, Regression",,Machine Learning (ML),Master's in Data Science,Coursera AI,Image Recognition,email@example.com,Senior Machine Learning (ML) Engineer
Daniel Wilson,"TensorFlow, PyTorch, Regression",,Machine Learning (ML),Bachelor's in Engineering,Coursera AI,Speech Recognition,email@example.com,Senior Machine Learning (ML) Engineer
Jane Smith,"TensorFlow, PyTorch, Machine Learning Models",,Machine Learning (ML),PhD in AI,Google ML Certification,Big Data Processing,github.com/example,Mid-Level Machine Learning (ML) Engineer
Emma Johnson,"Regression, Machine Learning Models, Scikit-learn",,Machine Learning (ML),Bachelor's in Computer Science,Udacity Deep Learning,Chatbot Development,email@example.com,Senior Machine Learning (ML) Engineer
Olivia Martin,"Machine Learning Models, TensorFlow, Regression",,Machine Learning (ML),Bachelor's in Engineering,Google ML Certification,Big Data Processing,email@example.com,Senior Machine Learning (ML) Engineer
Ethan Allen,"PyTorch, Machine Learning Models, TensorFlow",,Machine Learning (ML),Master's in Data Science,Udacity Deep Learning,Predictive Analytics,linkedin.com/in/example,Mid-Level Machine Learning (ML) Engineer
Michael Brown,"TensorFlow, Regression, PyTorch",,Machine Learning (ML),PhD in AI,IBM Data Science,Speech Recognition,email@example.com,Mid-Level Machine Learning (ML) Engineer
Ethan Allen,"PyTorch, Scikit-learn, TensorFlow",,Machine Learning (ML),PhD in AI,Udacity Deep Learning,Image Recognition,linkedin.com/in/example,Senior Machine Learning (ML) Engineer
Liam Anderson,"Scikit-learn, Machine Learning Models, Regression",,Machine Learning (ML),Master's in Data Science,IBM Data Science,Speech Recognition,email@example.com,Senior Machine Learning (ML) Engineer
Emma Johnson,"PyTorch, Scikit-learn, TensorFlow",,Machine Learning (ML),Bachelor's in Engineering,Udacity Deep Learning,Predictive Analytics,email@example.com,Mid-Level Machine Learning (ML) Engineer
Jane Smith,"Scikit-learn, Regression, Machine Learning Models",,Machine Learning (ML),Bachelor's in Engineering,IBM Data Science,Speech Recognition,email@example.com,Senior Machine Learning (ML) Engineer
